,Utterance,Emotion,tokens,token_len
4729,"I mean, you've been dating this guy since like, what... his midterms?",surprise,"['mean', 'youve', 'dating', 'guy', 'since', 'like', 'midterm']",7
4730,"I mean, why all the sudden are you so... Oh.",surprise,"['mean', 'sudden', 'oh']",3
4731,What?,neutral,[],0
4732,Could tonight be the Night?,joy,"['could', 'tonight', 'night']",3
4733,I don't know.,neutral,"['dont', 'know']",2
4734,Look he's a great guy and I love being with him but... you know.,joy,"['look', 'he', 'great', 'guy', 'love', 'know']",6
4735,"Things happen, and they happen.",joy,"['thing', 'happen', 'happen']",3
4736,You don't plan these things.,neutral,"['dont', 'plan', 'thing']",3
4737,"So, did you shave your legs?",neutral,"['shave', 'leg']",2
4738,Yeah.,neutral,['yeah'],1
4739,Ross!,anger,['ross'],1
4740,"Okay, Raymond, Joey you're up.",neutral,"['okay', 'raymond', 'joey', 'youre']",4
4741,Hi!,joy,['hi'],1
4742,"Okay, uh well, let's try one. Whenever you guys are ready.",neutral,"['okay', 'uh', 'well', 'let', 'try', 'one', 'whenever', 'guy', 'ready']",9
4743,Uh-oh.,fear,['uhoh'],1
4744,Is there a problem?,neutral,['problem'],1
4745,"Well this is noodle soup and uh, I've been working with tomato.",neutral,"['well', 'noodle', 'soup', 'uh', 'ive', 'working', 'tomato']",7
4746,"But that's okay, no problem.",neutral,"['thats', 'okay', 'problem']",3
4747,No problem.,neutral,['problem'],1
4748,"Hmm, noodle soup.",neutral,"['hmm', 'noodle', 'soup']",3
4749,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",neutral,"['yknow', 'thatsthats', 'fine', 'line', 'hmm', 'soup']",6
4750,"Oh, what did I say?",surprise,"['oh', 'say']",2
4751,"Hmm, noodle soup.",neutral,"['hmm', 'noodle', 'soup']",3
4752,How's that different?  Oh! Yeah!,surprise,"['hows', 'different', 'oh', 'yeah']",4
4753,"All right, let's try one.",neutral,"['right', 'let', 'try', 'one']",4
4754,"Hmm, noodle soup.",neutral,"['hmm', 'noodle', 'soup']",3
4755,Okay. Let's do it again.,neutral,"['okay', 'let']",2
4756,Okay.,neutral,['okay'],1
4757,"Hmm, soup.  I mean, noodle soup. I mean soup!",anger,"['hmm', 'soup', 'mean', 'noodle', 'soup', 'mean', 'soup']",7
4758,COME ON!!!!,anger,['come'],1
4759,Y'know what? We need to move on.,anger,"['yknow', 'need', 'move']",3
4760,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",anger,"['ii', 'one', 'time', 'see', 'look', 'hmm', 'noodle', 'soup', 'damnit']",9
4761,Okay. Just give us a second. Ross!,neutral,"['okay', 'give', 'u', 'second', 'ross']",5
4762,Yeah?,neutral,['yeah'],1
4763,Give her some money.,neutral,"['give', 'money']",2
4764,I really think they’re out of rooms.,neutral,"['really', 'think', 'theyre', 'room']",4
4765,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",anger,"['theyre', 'ross', 'theyre', 'saving', 'important', 'people', 'okay', 'whatwhat', 'president']",9
4766,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",neutral,"['well', 'wed', 'lot', 'trouble', 'dont', 'know', 'country']",7
4767,Okay.,neutral,['okay'],1
4768,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",neutral,"['uh', 'say', 'would', 'umm', 'would', 'mind', 'checking', 'see', 'umm', 'private', 'room', 'may', 'opened']",13
4769,This is a hospital.,neutral,['hospital'],1
4770,Y’know what?,neutral,['yknow'],1
4771,I’d have to say I really don’t care for your tone.,anger,"['id', 'say', 'really', 'dont', 'care', 'tone']",6
4772,And this is not the only hospital in this city and we have no problem to—Whoa!,anger,"['hospital', 'city', 'problem', 'towhoa']",4
4773,Oh gosh!,surprise,"['oh', 'gosh']",2
4774,What-what?,surprise,['whatwhat'],1
4775,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,surprise,"['ow', 'ow', 'contraction', 'owow', 'owow']",5
4776,Would you like to see a semi-private room?,neutral,"['would', 'like', 'see', 'semiprivate', 'room']",5
4777,"Yeah, it couldn’t hurt to look.",neutral,"['yeah', 'couldnt', 'hurt', 'look']",4
4778,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",neutral,"['im', 'sayin', 'dog', 'experience', 'jet', 'lag', 'whole', 'um', 'seven', 'dog', 'year', 'one', 'human', 'year', 'thing', 'dog', 'fly', 'new', 'york', 'los', 'angeles', 'doesnt', 'lose', 'three', 'hour', 'loses', 'like', 'week', 'half']",29
4779,That's funny. Who are they?,joy,"['thats', 'funny']",2
4780,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",neutral,"['blond', 'woman', 'exwife', 'woman', 'touching', 'close', 'personal', 'friend']",8
4781,You mean they're lovers.,surprise,"['mean', 'theyre', 'lover']",3
4782,If you wanna put a label on it.,neutral,"['wan', 'na', 'put', 'label']",4
4783,"Wow, uh, anything else I should know?",surprise,"['wow', 'uh', 'anything', 'else', 'know']",5
4784,"Oh God, Ross, I cannot do this.",sadness,"['oh', 'god', 'ross']",3
4785,"Okay, quick and painful.",neutral,"['okay', 'quick', 'painful']",3
4786,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",fear,"['oh', 'god', 'okay', 'alright', 'alright', 'okay', 'ross', 'please', 'dont', 'hate']",10
4787,"Oh, what? What-what?",surprise,"['oh', 'whatwhat']",2
4788,Y'know Marcel?,neutral,"['yknow', 'marcel']",2
4789,...Yeah?,neutral,['yeah'],1
4790,"Well, I kind of... I kind of lost him.",sadness,"['well', 'kind', 'kind', 'lost']",4
4791,Hi Pheebs!,joy,"['hi', 'pheebs']",2
4792,Hi!,joy,['hi'],1
4793,How are ya?,neutral,['ya'],1
4794,Good.,neutral,['good'],1
4795,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",neutral,"['umm', 'pheebs', 'remember', 'coffee', 'house', 'decided', 'going', 'keep', 'uh', 'cute', 'guy', 'cell', 'phone']",13
4796,Yeah.,neutral,['yeah'],1
4797,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,neutral,"['remember', 'said', 'going', 'keep', 'purse', 'rang', 'could', 'pick']",8
4798,Yeah!,joy,['yeah'],1
4799,And do you remember going into my purse and stealing the phone?!,anger,"['remember', 'going', 'purse', 'stealing', 'phone']",5
4800,"Ooh, now you lost me.",fear,"['ooh', 'lost']",2
4801,You stole the phone!,anger,"['stole', 'phone']",2
4802,No I didn’t!,anger,['didnt'],1
4803,"No? So you’re saying that if I called it, it wouldn’t ring?",anger,"['youre', 'saying', 'called', 'wouldnt', 'ring']",5
4804,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",fear,"['umm', 'okay', 'dial', 'let', 'show', 'feature', 'new', 'ringing', 'handbag', 'oh', 'work']",11
4805,Phoebe!,anger,['phoebe'],1
4806,It’s not here.,neutral,[],0
4807,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",neutral,"['puzzler', 'bit', 'puzzle', 'dont', 'um', 'check', 'copy', 'room', 'maybe', 'left', 'contract']",11
4808,How could I have left them in the copy room?,neutral,"['could', 'left', 'copy', 'room']",4
4809,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,anger,"['dont', 'know', 'tag', 'genitals', 'make', 'phone', 'call', 'okay', 'perfect', 'world', 'go', 'please']",12
4810,Fine.,anger,['fine'],1
4811,How ya doin'? Welcome. Good to see ya!,joy,"['ya', 'doin', 'welcome', 'good', 'see', 'ya']",6
4812,This will be your phone.,neutral,['phone'],1
4813,"That's great. But uh, I'm not really expecting a lot of calls.",neutral,"['thats', 'great', 'uh', 'im', 'really', 'expecting', 'lot', 'call']",8
4814,No you answer it and take pledges.,neutral,"['answer', 'take', 'pledge']",3
4815,But I'm the host!,surprise,"['im', 'host']",2
4816,"No, Gary Collins is the host. You'll be answering the phones.",neutral,"['gary', 'collins', 'host', 'youll', 'answering', 'phone']",6
4817,"You don't seem to understand. See, I was Dr. Drake Remoray.",neutral,"['dont', 'seem', 'understand', 'see', 'dr', 'drake', 'remoray']",7
4818,"Well, here's your phone doctor.",neutral,"['well', 'here', 'phone', 'doctor']",4
4819,Hey guys.,neutral,"['hey', 'guy']",2
4820,Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,surprise,"['hey', 'gunther', 'hi', 'mean', 'youre', 'going', 'date', 'noisy', 'guy', 'upstairs']",10
4821,"Well, he’s very charming.",neutral,"['well', 'he', 'charming']",3
4822,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",disgust,"['know', 'he', 'charming', 'two', 'start', 'going', 'gon', 'na', 'make', 'much', 'harder', 'hate']",12
4823,"Well, you’re just gonna have to try.",neutral,"['well', 'youre', 'gon', 'na', 'try']",5
4824,"Joey, where are the",neutral,['joey'],1
4825,"I don’t know, Chandler is supposed to be passin’ ‘em around...",neutral,"['dont', 'know', 'chandler', 'supposed', 'passin', 'em', 'around']",7
4826,"Okay, ten blocks down. Five to go.",anger,"['okay', 'ten', 'block', 'five', 'go']",5
4827,Oh wait! Stop! Stop! Stop!,joy,"['oh', 'wait', 'stop', 'stop', 'stop']",5
4828,Oh I’m sorry! Do you need a break?,surprise,"['oh', 'im', 'sorry', 'need', 'break']",5
4829,My boots in tan! Hey! Can you get a little closer so I can see the price?,joy,"['boot', 'tan', 'hey', 'get', 'little', 'closer', 'see', 'price']",8
4830,I can see it from right here. It’ll cost you one husband.,joy,"['see', 'right', 'itll', 'cost', 'one', 'husband']",6
4831,"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",sadness,"['okay', 'im', 'sorry', 'think', 'walk', 'rest', 'way', 'justjust', 'give', 'boot']",10
4832,Come on more!,anger,['come'],1
4833,Oh God!,joy,"['oh', 'god']",2
4834,"Yeah, you like that don’t you?",neutral,"['yeah', 'like', 'dont']",3
4835,Oh yeah right there!,joy,"['oh', 'yeah', 'right']",3
4836,You want it there? You take it there baby!,joy,"['want', 'take', 'baby']",3
4837,Uh Phoebe?,sadness,"['uh', 'phoebe']",2
4838,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",joy,"['yeah', 'say', 'name', 'say', 'im', 'going', 'cover', 'back', 'umm', 'never']",10
4839,Happy?! Is that what I’m supposed to be Vic? Happy?,anger,"['happy', 'im', 'supposed', 'vic', 'happy']",5
4840,"Well, why don’t you tell me what you’re supposed to be!",anger,"['well', 'dont', 'tell', 'youre', 'supposed']",5
4841,Huh?,neutral,['huh'],1
4842,Because I sure as hell can’t figure it out!,anger,"['sure', 'hell', 'cant', 'figure']",4
4843,I talk to you and it’s nothin’.,neutral,"['talk', 'nothin']",2
4844,"You look at me, and nothin’.",neutral,"['look', 'nothin']",2
4845,Nothing.,neutral,['nothing'],1
4846,"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",joy,"['guy', 'make', 'fly', 'high', 'okay', 'gon', 'na', 'pick', 'tomorrow']",9
4847,"Well, that was ah...",neutral,"['well', 'ah']",2
4848,What?! What are you doing?!,surprise,[],0
4849,Do you know what just happened?,anger,"['know', 'happened']",2
4850,Yeah. We-we had sex and then we fell asleep.,neutral,"['yeah', 'wewe', 'sex', 'fell', 'asleep']",5
4851,No. We were in the middle of sex…and,neutral,"['middle', 'sexand']",2
4852,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",joy,"['nooo', 'thats', 'true', 'best', 'time', 'ever', 'yeah', 'rocked', 'world']",9
4853,"Don't worry, Chandler, it's not a globe of the United States.",neutral,"['dont', 'worry', 'chandler', 'globe', 'united', 'state']",6
4854,Hey you guys I'm gonna go out and take a walk.,neutral,"['hey', 'guy', 'im', 'gon', 'na', 'go', 'take', 'walk']",8
4855,"Phoebe, why is your bag moving?",surprise,"['phoebe', 'bag', 'moving']",3
4856,"Oh, it's not!",neutral,['oh'],1
4857,"Seriously, it's moving!",surprise,"['seriously', 'moving']",2
4858,What the hell is in there?,surprise,['hell'],1
4859,It's just my knitting that's all!  Yes! I knit this. I'm very good.,neutral,"['knitting', 'thats', 'yes', 'knit', 'im', 'good']",6
4860,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,neutral,"['come', 'time', 'career', 'youll', 'chance', 'screw', 'another', 'soap', 'opera', 'actor']",10
4861,"I had such an opportunity in the recent, present.",neutral,"['opportunity', 'recent', 'present']",3
4862,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",sadness,"['im', 'ashamed', 'say', 'took', 'advised', 'fellow', 'actor', 'play', 'role', 'homosexually']",10
4863,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",anger,"['yeah', 'auditioned', 'part', 'uh', 'turned', 'ah', 'liked', 'stupid', 'gay', 'thing', 'cast']",11
4864,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",sadness,"['he', 'got', 'two', 'year', 'contract', 'opposite', 'susan', 'luchhi', 'first', 'lady', 'daytime', 'television', 'im', 'stuck', 'teaching', 'bunch', 'people', 'ugly', 'even', 'tv']",20
4865,"I’m sorry, I’m sorry, I’m sorry.",sadness,"['im', 'sorry', 'im', 'sorry', 'im', 'sorry']",6
4866,Thank you.,neutral,['thank'],1
4867,Rach?,surprise,['rach'],1
4868,I’ll be out in a second.,neutral,"['ill', 'second']",2
4869,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,joy,"['oh', 'unexpected', 'ii', 'uhboy', 'ill', 'tell', 'honor', 'nominated']",8
4870,"Honey, we have to go. Our reservations are at 8:00.",neutral,"['honey', 'go', 'reservation']",3
4871,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,neutral,"['reservation', 'neil', 'simon', 'thankthank', 'neil', 'thank', 'word']",7
4872,"Okay honey, you can finish this later we’re gonna be late. We gotta go.",neutral,"['okay', 'honey', 'finish', 'later', 'gon', 'na', 'late', 'got', 'ta', 'go']",10
4873,"Please, don’t play the music. Just uh one more.",joy,"['please', 'dont', 'play', 'music', 'uh', 'one']",6
4874,I can't believe you don't want to know.,surprise,"['cant', 'believe', 'dont', 'want', 'know']",5
4875,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy,"['mean', 'couldnt', 'know', 'mean', 'doctor', 'know', 'carol', 'know', 'susan', 'know']",10
4876,And Monica knows...,neutral,"['monica', 'know']",2
4877,"Wha, heh, how could you know, I don't even know!",surprise,"['wha', 'heh', 'could', 'know', 'dont', 'even', 'know']",7
4878,"Carol called me to thank me for the lasagna, I asked, she told me.",neutral,"['carol', 'called', 'thank', 'lasagna', 'asked', 'told']",6
4879,So what's it gonna be?,joy,"['whats', 'gon', 'na']",3
4880,"Wait—oh—hey—huh, oh great now he knows, and I don't know!",anger,"['waitohheyhuh', 'oh', 'great', 'know', 'dont', 'know']",6
4881,"I'm sorry, I'm just excited about being an aunt!",joy,"['im', 'sorry', 'im', 'excited', 'aunt']",5
4882,Or an uncle...,neutral,['uncle'],1
4883,Hey Phoebe!,joy,"['hey', 'phoebe']",2
4884,Hi Pheebs!,joy,"['hi', 'pheebs']",2
4885,Pheebs!,joy,['pheebs'],1
4886,Fine!,anger,['fine'],1
4887,"Phoebe, what's the matter?",neutral,"['phoebe', 'whats', 'matter']",3
4888,"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness,"['nothing', 'im', 'sorry', 'im', 'im', 'sort']",6
4889,"Oh, right, that's me!",surprise,"['oh', 'right', 'thats']",3
4890,"Hey, Chandler, that table place closes at 7, come on.",neutral,"['hey', 'chandler', 'table', 'place', 'close', 'come']",6
4891,Fine.,neutral,['fine'],1
4892,"Phoebe, what is it?",neutral,['phoebe'],1
4893,"All right, you know Paolo?",neutral,"['right', 'know', 'paolo']",3
4894,"I'm familiar with his work, yes...",neutral,"['im', 'familiar', 'work', 'yes']",4
4895,"Well, he made a move on me.",anger,"['well', 'made', 'move']",3
4896,"Whoa, store will be open tomorrow!",surprise,"['whoa', 'store', 'open', 'tomorrow']",4
4897,"More coffee over here, please!",joy,"['coffee', 'please']",2
4898,Hey.,neutral,['hey'],1
4899,"Hey. What, what are you doing here?",surprise,['hey'],1
4900,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",sadness,"['well', 'ii', 'thought', 'lot', 'said', 'um', 'realilized', 'duh', 'right', 'maybe', 'little', 'judgmental']",12
